c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
674,Customer#000000674,GLZCUQrtiNTrPKdK 0O86ZF,5,15-543-819-4391,7889.64,BUILDING,"ites cajole ironic accounts. regular, ironic gifts nag furiously against the blithely express deposits; unusual, "
823,Customer#000000823,HuoOuJLxx7S8YDQhexfmIX,0,10-109-430-5638,738.79,AUTOMOBILE,l requests are against the slyly ironic pinto beans. blithely unusual packages wake alongsid
872,Customer#000000872,"vLP7iNZBK4B,HANFTKabVI3AO Y9O8H",17,27-357-139-7164,-858.61,BUILDING, detect. packages wake slyly express foxes. even deposits ru
907,Customer#000000907,UeVLwnnpccsG1pbQmN7pzD,10,20-501-816-7673,5751.31,HOUSEHOLD,sits haggle quickly above the excuses. slyly ironic packages print furiously. carefully pending reques
1002,Customer#000001002,98bKmyr3jZWRLEY9WBtyUWOodVd,10,20-973-622-6579,3699.76,MACHINERY,"ns. deposits along the ironic, regular packages wake furiously according to the carefully even excuses. slyly qui"
1090,Customer#000001090,P2JDHFVxjU,15,25-711-934-6343,5212.43,AUTOMOBILE,ffily even packages wake quickly 
1232,Customer#000001232,yYXdTto04oLlk04SM,18,28-518-320-7417,8482.51,MACHINERY,". even deposits lose above the even, regular"
1402,Customer#000001402,F7 m0JwiCABmbJLPQpCJ2,6,16-713-144-2780,4396.25,AUTOMOBILE,"g the carefully express dolphins: special, pending packages affix after the packa"
1408,Customer#000001408,"NMIb3p1DyU,Z4XOFUS0B,",11,21-901-381-6344,5920.09,HOUSEHOLD,"express requests believe. pending, brave deposits sleep furiously. carefully regular deposit"
1484,Customer#000001484,WcOint654aJStnQWSgAAtI,18,28-987-505-1842,4883.17,FURNITURE,s against the furiously special packag
1635,Customer#000001635,HjISwY7cr50HVcC81T7MnYJ7byRMXrMgB7RjsV,23,33-974-490-5943,9435.42,HOUSEHOLD, the blithely final dependencies. slyly ironic instructions are furiou
1812,Customer#000001812,UqextI Ph0pve58,0,10-876-771-7164,2515.86,BUILDING, final orbits promise fluffily even waters. blithely 
2085,Customer#000002085,QJx0r7hdqCxf,18,28-369-711-6676,7739.35,AUTOMOBILE,fily unusual attainments wake among the carefully unusual requests. final ideas boost furiously carefully ironic pin
2086,Customer#000002086,"Oq0Ra2qWCHboJxEj,aqnk3OWpOCCr",2,12-233-293-2342,9306.44,HOUSEHOLD,"n theodolites. blithely ironic accounts about the unusual, final sheaves "
2521,Customer#000002521,E230wmrEuH439h gj0vh1HW7Av3z,15,25-737-458-4234,6030.94,AUTOMOBILE,"ernes. unusual, pending pinto beans breac"
2549,Customer#000002549,HiayUggKXU2aitY1e8bltdlrtsLX,23,33-959-800-3343,290.86,FURNITURE,oost. ironic asymptotes after the 
2588,Customer#000002588,4fbr7oKuzMHBDtsVz6iFOCZTS9J25kozxd,18,28-217-837-4084,-926.6,MACHINERY,"refully regular waters are permanently bold theodolites. bold, final accounts use slyly around the iro"
2662,Customer#000002662,hzh1j5E2DOG6MdoiMbq7TUT8I8SznUi,13,23-833-374-9658,6703.8,BUILDING,"ccounts integrate slyly of the final, special accounts. slyly ironic asymptotes affix. ironic, bold instructi"
2884,Customer#000002884,dNVKn3uiRD2OdH8LwirjP1lqzK0c8,15,25-566-517-1039,7572.33,AUTOMOBILE,s. carefully ironic packages alongside of the even foxes cajole quickly alongside of the fluffily even accoun
2972,Customer#000002972,jjI44EC kLxszsFUMkwL,22,32-765-516-7215,8736.38,BUILDING,quiet sauternes. dolphins sleep furiously unusual requests. carefully even requests play. fluffily unusual idea
3002,Customer#000003002,",FbyPTJ4CXTEKbURvrfWRg5ZgrP8ovyrYOWQ",3,13-794-902-6716,9402.1,BUILDING, sleep carefully ironic deposits. carefully bold pinto beans are carefully
3017,Customer#000003017,YxHV3Vu64GqBt,21,31-920-591-3209,6202.54,HOUSEHOLD,"ounts. ironic, regular packages cajole furiously furiously final packages. sile"
3170,Customer#000003170,D17dg1aTKyCgd4bS11RY6ef8,23,33-838-947-1022,9013.83,MACHINERY," deposits above the quickly bold dolphins are carefully about the regular, express packa"
3462,Customer#000003462,RUSeJaHPV3RVQyc3eHYh5kpCvCFBDyy,8,18-294-633-7441,2417.01,MACHINERY,ke carefully against the excuses. unusual deposits affix blithely after the express instructions.
3474,Customer#000003474,13x8R4 suRV22vQu,16,26-452-725-7337,5873.6,BUILDING,l requests. fluffily regular ideas maintain. thinly ironic packages sleep blithely regular dependencies. carefully
3512,Customer#000003512, IkRQPL6UcRZVuDnzajgabaToRuRS3,23,33-814-322-3831,7849.52,BUILDING,ructions snooze quickly carefully special ideas. carefully silent packages cajole silent asymptotes. slyly i
3626,Customer#000003626,zCfS3FpmBwTwD4SxXeGxBXNxw,18,28-985-816-3660,3562.27,AUTOMOBILE,iously regular accounts. quickly ironic excuses grow slyly blithely silent asymptotes. foxes nag c
3702,Customer#000003702,"U,QhJ5FqWfr ul",15,25-384-627-1717,9296.7,HOUSEHOLD,. blithely unusual requests among the special 
3782,Customer#000003782,rqGCRVhAUIeM0IHED,17,27-363-465-4160,5225.9,MACHINERY,"ul excuses. final, final accounts nag quietly. blithely express Tiresias among the unusual ideas wake ex"
3843,Customer#000003843,"CmYxvapWReiH9CVCs9y,P4Tuw2OR",2,12-928-973-2238,-201.87,FURNITURE,ntegrate fluffily furiously final requests-- final dependencies nod furiously 
3939,Customer#000003939,yM9A7ZzHEI99pQwzqJtAUBX7xp38YIeQMdftb,15,25-415-834-4228,-128.82,HOUSEHOLD,cuses haggle furiously according to the furiously bold accounts. slyly i
3984,Customer#000003984,kGqDg1LyQAEtHT,5,15-296-737-3146,4786.8,AUTOMOBILE,"c ideas. bold, even platelets wake about the packages. furiously final packages wake carefully. carefully unus"
4119,Customer#000004119,"xWWjBqy9vYHkF1,",13,23-188-605-6803,7323.91,AUTOMOBILE,y unusual pinto beans among the final requests sleep slyly alongside of the bold requests. quickly special depo
4408,Customer#000004408,"S7l7QcB2Xn87UdohPXgDnDZiWoBoYPGe37 ,41xS",1,11-987-587-6306,6355.87,MACHINERY,refully permanent foxes! express packages according to the quickly blithe excuses nag a
4742,Customer#000004742,"e,YbWnDy342QiWYZr duuMGrYJP94M6VLKUyIAk",4,14-646-201-6424,5568.08,BUILDING,rmanent accounts. bold dependencies along the un
4841,Customer#000004841,"h9,OBHrpbusVP33Keq",3,13-735-543-1686,3784.85,BUILDING,n platelets eat across the blithely pendi
31,Customer#000000031,LUACbO0viaAv6eXOAebryDB xjVst,23,33-197-837-7094,5236.89,HOUSEHOLD,s use among the blithely pending depo
98,Customer#000000098,7yiheXNSpuEAwbswDW,12,22-885-845-6889,-551.37,BUILDING,ages. furiously pending accounts are quickly carefully final foxes: busily pe
347,Customer#000000347,qRT7WRrnykLDfTc5Ei,1,11-519-832-9913,7348.92,BUILDING,ts use blithely blithely regular theodolites. even requests after the
384,Customer#000000384,kDDMb3ML nUSu2Sn7CUHyZVedAFUx9,9,19-271-453-8361,-614.3,HOUSEHOLD,"olites. express, unusual dolphins cajole carefully about the "
523,Customer#000000523,sHeOSgsSnJi6pwYSr0v5ugiGhgnx7ZB,10,20-638-320-5977,-275.73,BUILDING, fluffily deposits. slyly regular instructions sleep e
992,Customer#000000992,"Vbi1NGfPeKw,XU",5,15-262-535-3924,5027.75,MACHINERY," across the regular, pending requests. slyly ironic accounts wake furiously about the pending, regular "
1004,Customer#000001004,"mBaNGEJoY2tgXD60V2DEO ajjoM3Zd,Jp",8,18-676-152-4849,1512.46,MACHINERY,ainst the ideas nag fluffily according to 
1010,Customer#000001010,uasIK CZZ5,5,15-221-463-3776,1652.78,AUTOMOBILE,ing ideas doze carefully accounts. slyly regular theodolites poach. carefully pending de
1044,Customer#000001044,Eh2e8gLyStrLE7A,0,10-451-459-9620,7291.3,BUILDING,ly across the slyly ironic accounts. even requests 
1054,Customer#000001054,Xgj6QVy2I9FVoSiIbgLf9LIE8XpWI2RtmbGUx,21,31-915-292-9727,8844.27,HOUSEHOLD,y pending ideas. dogged dependenci
1076,Customer#000001076,C1gf0FyiU H88P0cpv4UOcdgaPRpVA,10,20-405-710-1902,3509.35,AUTOMOBILE,"ainst the silent, silent ideas. sly theodolites use carefully express accounts. regular foxes boost carefully agai"
1182,Customer#000001182,"pLrF7F1,uoyGaU",6,16-229-473-7194,8814.39,AUTOMOBILE,jole carefully. furiously final pinto beans detect. f
1405,Customer#000001405,i9khsGcg17kWI4q5LKTcc8U3aFojf403,16,26-285-488-6682,3987.39,BUILDING,"haggle slyly; regular, final excuses are blithe"
1517,Customer#000001517,hJBcIv8Yc9ukY9Erz96RRKNR8upJ8IBJxgePjf9,23,33-993-734-9681,2875.95,FURNITURE,tes. carefully final packages against the p
1650,Customer#000001650,6mpXm8FQzetQ7wA1pzEmuYVcVp5 fnDk,24,34-295-469-8581,4183.71,FURNITURE,express ideas along the regular requests sleep furiously alongside of the fluffily ironic courts. idly final
1708,Customer#000001708,BdT2freRSXKa31JLnSBliCXmhi8J,2,12-857-766-2851,9702.83,AUTOMOBILE, always. requests are furiously packages. slyly regular tithes c
1946,Customer#000001946,Z3ceD0uA1BJsDmFl4botusq2SBPCJqIqzr9bHQM,20,30-764-188-4293,7851.87,FURNITURE, requests boost fluffily. ideas detect finally. quickly final deposits nag carefully. quick
2001,Customer#000002001,jnLwwGVNXUOAdvc,17,27-214-662-5265,3000.62,HOUSEHOLD,". even, pending deposits use carefully special accounts. quickly expr"
2518,Customer#000002518,VKzsfs1RKk24LjwV KNy8X1HWKciMCDlby,5,15-790-528-2781,2502.09,FURNITURE,r dependencies. carefully final deposits impress unusual requ
2531,Customer#000002531,"9h,psa6GQHO4t83VHibxPLbsssrXkItH6",10,20-146-461-5107,5197.26,FURNITURE, are quickly ironic deposits. packages wake after the 
2670,Customer#000002670,Cvjs1rVf3LKCR7AwLWoMy5YPaERQlolPsMf gJ63,14,24-848-111-6743,4901.17,BUILDING,osits wake carefully along the stealthily ironic instructions. silent accounts play. deposits cajole
2714,Customer#000002714,rxGRM9pjveCxGtZk25h jpx11obTDRrTNTD3,19,29-821-295-5697,2248.29,BUILDING,ven asymptotes affix blithely. furiously even idea
2871,Customer#000002871," OvEjEkqvRv7yUNJ,oJyG92",15,25-239-287-1986,-937.8,MACHINERY," quickly: even, unusual deposits above the even, even packages cajo"
2966,Customer#000002966,"7oLX21p94xam7Z7RA7W8Wmx6t4l7yrl,DN",4,14-807-724-1438,6081.88,AUTOMOBILE,"regular theodolites. special, permanent platelets are carefully; slyly unusual ideas alongside of t"
3082,Customer#000003082,KC0E6FJZxWseewoK6JSQ 8DHWPpuv4CHaEApX,16,26-144-727-5866,1459.59,AUTOMOBILE,"lly sly deposits. blithely unusual requests nag fluffily. pinto beans are slyly furiously ironic ideas! express, "
3194,Customer#000003194,DFm36wShQqY 2Ctk5OlSrQSpY9,20,30-412-397-6452,1694.75,HOUSEHOLD, wake furiously slyly special requests. deposits haggle by the ca
3211,Customer#000003211,9leDg0aebOpDxN7W9PtAeGmGTenIf1vpDh,1,11-103-259-3330,-275.83,AUTOMOBILE,according to the deposits haggle except the 
3213,Customer#000003213,"0sPUChfyU0VSke5MCzbQnrtSIPfWg,cvQRQdL",7,17-544-131-8803,4754.67,BUILDING,p furiously against the carefully
3315,Customer#000003315,KSGI0wiQrtBac7TGIKbDm62v Z2fwh65h,9,19-960-229-1317,9981.13,AUTOMOBILE,ar theodolites. blithely final escapades along the slyly regular theodolites sublate blithely
3513,Customer#000003513,"SjOgNmPziqKH3X,",7,17-833-153-6979,1974.63,FURNITURE,ake carefully. ideas boost slyly according to the blithely pending theodol
3694,Customer#000003694,"xmYMfchyB8FPdM,81, lR4,w",23,33-421-331-3127,2960.44,MACHINERY,ffily theodolites. furiously regular ins
3720,Customer#000003720,8EnZsJDINZg2uJSNBwhcnFB9afcV7w,15,25-645-887-3908,8087.96,BUILDING,"the final packages. unusual, bold theodolites sl"
3919,Customer#000003919,",0jKDoI FsQI4",4,14-777-583-7788,3892.55,MACHINERY,lites affix quickly? furiously close sauternes doubt quickly along the 
3928,Customer#000003928,9mJ5YecRdFz00iqEmc0I12dHd,19,29-690-200-3237,3909.19,HOUSEHOLD,ess ideas use blithely final packages. regular asymp
4053,Customer#000004053,zNWumaLlCl9Wn1eYh,1,11-681-573-3396,3031.87,BUILDING,le quickly about the carefully even deposits. slyly pending deposits above t
4278,Customer#000004278,"xv fx1kfT,4ffY9 PVGLy",16,26-289-640-3132,8585.63,MACHINERY,yly unusual braids nag carefully about the blithely regular packages. requests will use
4361,Customer#000004361,xA RWCPS1T7qmFOYayyRM5FWBsjfF,7,17-967-649-3468,7336.38,AUTOMOBILE,ong the fluffily ironic packages? blithely regular foxes wake against the even requests. blithely final requ
4432,Customer#000004432,9W2VvFRSl4VhJZblDsG4OAuGIcblJP,6,16-515-741-1668,7086.19,BUILDING, blithely bold depths. quickly furio
4468,Customer#000004468,TTspR8zpMlgOlHvbE2hQpJ7deNYzC,4,14-954-106-5020,8197.02,HOUSEHOLD, the slyly ironic packages haggle slyly above the blithely final accounts.
4637,Customer#000004637,WEK1TjMC9ixm1GsEGZKAQyOQq40ZNCND1TUV,12,22-237-487-6151,8786.08,BUILDING,final ideas. slyly even accounts caj
4957,Customer#000004957,"VBCwsfYm1VAuDOVBTOadTqh,hK9CSZ1gGaZSNVzA",11,21-572-616-3196,7110.02,BUILDING,ses thrash bold deposits. quickly ironic deposits wake. dependencies cajole fina
5083,Customer#000005083,n4PAJ0dyccJg2,7,17-267-211-3476,7189.89,FURNITURE, evenly ruthless requests are carefully. enticingly final excuses cajole sly
5322,Customer#000005322,"fwoOVvTTCbsESaonBxre1UskuxL,J",13,23-592-346-1025,8638.69,HOUSEHOLD,usly regular pearls. platelets wake carefully. carefully special instructions integra
5529,Customer#000005529,JckMx16nKtlFGp0lJRoofT,20,30-414-862-3479,7894.33,MACHINERY, haggle. fluffily ironic ideas boost furiously regular packages. furiously silent packages 
5588,Customer#000005588,PLpD1s t5pWx8oE,14,24-696-934-4782,-242.15,MACHINERY, the even pinto beans-- slyly express accounts cajole furiously even instructions. unusual accounts boost.
5659,Customer#000005659,BIXsyfmBbwTWn36XPD2w0S Kkh8BTpSm1,20,30-166-829-6948,4705.1,BUILDING,ly bold dependencies. carefully express ideas haggle blithely alongside of the asymptotes. even pinto beans sleep 
100,Customer#000000100,fptUABXcmkC5Wx,20,30-749-445-4907,9889.89,FURNITURE,"was furiously fluffily quiet deposits. silent, pending requests boost against "
106,Customer#000000106,xGCOEAUjUNG,1,11-751-989-4627,3288.42,MACHINERY,"lose slyly. ironic accounts along the evenly regular theodolites wake about the special, final gifts. "
209,Customer#000000209,iBvmxOZV3qXMYQW3W4Oo7YFhdV,16,26-207-121-7721,8873.46,FURNITURE,deposits. furiously regular ideas across the quietly regular accounts cajole about the express packages. quickly reg
326,Customer#000000326,nWDOTh6X019pfBtV3ikACYZiMjGykLrFnuyAo2,2,12-447-614-7494,1906.52,HOUSEHOLD,ckey players. carefully ironic a
417,Customer#000000417,X3LMSpIn4FgjgJxldHVUlUvKzyX,11,21-794-364-5100,6187.73,BUILDING,lent multipliers. quickly express theodolites kindle blithely. ironic re
492,Customer#000000492,"JexAgMLuUHoElYFaKx,hJcAP1b1GknYoYHQLyx",8,18-686-244-1077,8635.18,AUTOMOBILE,gle furiously furiously final packages. carefully bold pinto beans promise quickly alongside of the close
518,Customer#000000518,"EsCrt4chk,3IRIzwMHTu 6VQWrfh",17,27-651-256-7682,9871.66,BUILDING,as. quickly regular requests are carefully above th
692,Customer#000000692,"d6XE9sg,  wINvIz8aZS b8n XuhAQU5",19,29-804-421-1703,276.71,AUTOMOBILE,cuses. slyly even asymptotes doubt quickly. fluffily thin theodolites boost. ca
700,Customer#000000700,"zyWvi,SGc,tXTls",0,10-351-119-7514,4367.53,MACHINERY, bold excuses. furiously even asymptotes across the carefully regular dugouts cajole fur
722,Customer#000000722,aymiuXFyrALTRIzfbLDvtaj37ydq,20,30-633-109-9587,2724.8,BUILDING,leep sometimes express accounts. regular theodolites wake quickly ab
1261,Customer#000001261,mWs6m9QwmTOZ,20,30-372-895-4261,5579.81,BUILDING,uffily final pinto beans. ironic deposits according to th
1414,Customer#000001414,2 HBoqTD0qCyMKtcBPVHbNna,20,30-323-797-7514,3136.15,BUILDING,ackages. blithely unusual accounts a
1558,Customer#000001558,hHKBdZXfRUbMjnlX i8sGWu6,9,19-532-314-9903,8473.41,AUTOMOBILE, thin packages against the even ideas sleep slyly according to the pending instructions: 
1766,Customer#000001766,"n4uulup7FP1ZLXvSRHveY,TXBOTxs0pj67",15,25-155-396-7616,200,BUILDING,lly express foxes. blithely final deposits cajole doggedly regular theodol
1879,Customer#000001879,DsH91sbfSoNl3Ohor9NQGBO94rGJeGRkc4,17,27-652-714-8086,5163.22,HOUSEHOLD,theodolites could cajole quickly about the ironically final requests. blithely even asymptotes use theodolit
2005,Customer#000002005,RzXLgIlAKAgzzRNNzYMkP6ZscEkG,10,20-360-101-6891,-827.73,HOUSEHOLD," are furiously against the quickly express requests: final, regular excuses cajole quickly. caref"
2015,Customer#000002015,pnHOFtSK7IYUaGdDnQX3ced,2,12-933-556-9543,7793.53,BUILDING,"g. regular, express packages wake quickly carefully bold accounts. slyly regular deposits are unusual deposits. "
2073,Customer#000002073,0pmUbPwWB1pPxmmvT1bRK0oraK8,19,29-812-966-2399,7271.76,AUTOMOBILE,"lyly regular ideas. ironic, pending packages along the express theodolite"
2385,Customer#000002385,2IH4OqazSmaqZNlxx5z,1,11-653-143-9198,770.28,AUTOMOBILE,"counts. even, regular pinto beans doze evenly in place of the final packages-- furiously regular deposit"
2440,Customer#000002440,"l2T0PVXDWhR4h,4z4bt2",16,26-194-392-5918,9677.38,MACHINERY,hrash pending sheaves. quickly express accounts sleep blithely ironic ideas. accounts kindle fluffily ironic as
2564,Customer#000002564,SuS pHJ7Bwp PSVrjZdpB4r  Arg1pA1U,12,22-816-837-8608,5223.69,AUTOMOBILE,accounts. slowly regular deposits above the special
2808,Customer#000002808,"cHFy H7STbC50j1Q0YW uzxjXIjEgGTzPfw,5TO",17,27-216-507-8962,5850.65,HOUSEHOLD," special ideas use above the quickly regular theodolites. bold, bold theodolites sublate bl"
3018,Customer#000003018,Qf0659GTFGNu89b2L9ib5,15,25-859-838-4924,8075.89,FURNITURE,equests. slowly final dolphins wake slyly. tithes snooze 
3135,Customer#000003135,hYxpGOdt Y,13,23-942-196-4901,9408.58,HOUSEHOLD,s hang across the fluffily ironic foxes. blithely regular foxes haggle. b
3553,Customer#000003553,"acPrGCDxBlv,GaTxiFBZgl ",14,24-940-707-9310,9703.4,HOUSEHOLD,zle furiously. quickly express packages integrate. furiously reg
3590,Customer#000003590,"kdsLS,FE,hI joyFDaXsGAUc",24,34-654-326-7655,2069.83,HOUSEHOLD,"old gifts integrate blithely slyly sly accounts. ironic, thin theodolites sleep quickly. spe"
3639,Customer#000003639,n0SrNUTX9N2xYkjATGBA63keiLZ,13,23-679-169-1876,5170.82,HOUSEHOLD,"ly against the ironic, express packages. carefully even excuses cajole across the regular, ironic"
4001,Customer#000004001,"JPy vdm,PQLntCJ",1,11-896-195-2382,6064.66,AUTOMOBILE,ieve. foxes are slyly. bravely ironic theodolites boost across the fluffily bold packages. blithe
4086,Customer#000004086,hyYxxSvLBtFqW9IExiiav X,12,22-779-241-6904,2277.27,HOUSEHOLD,n requests. slyly final requests about the permanently even theodolites sleep blithely slyly
4317,Customer#000004317,"jbIvrHvLgzSwgK5,jzpY40l8",22,32-534-634-1779,2674.21,FURNITURE,"ns. regular, ironic packages use!"
4321,Customer#000004321,NIM nffFWVtu4h95ulJxXPc8fjkwwNVIM6,14,24-903-176-9306,7091.62,MACHINERY,quickly against the ironic accounts. carefully ironic 
4326,Customer#000004326,"yyTX6omLzu1P2J,",6,16-919-138-5363,4462.78,BUILDING,"e above the regular, regular deposits. fluffily even accounts around the accounts wake furiou"
